count_floors_pre_eq,age,height,L1,L2,F1,F2,F3,F4,has_superstructure_adobe_mud,has_superstructure_mud_mortar_stone,has_superstructure_stone_flag,has_superstructure_cement_mortar_stone,has_superstructure_mud_mortar_brick,has_superstructure_cement_mortar_brick,has_superstructure_timber,has_superstructure_bamboo,has_superstructure_rc_non_engineered,has_superstructure_rc_engineered,has_superstructure_other,damage_grade
0.25,0.05,0.193548387,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
0.25,0.075,0.161290323,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.125,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.275,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.1,0.129032258,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.5,0.4,0.258064516,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,2
0.25,0.1,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
0.125,0.075,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.25,0.05,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.125,0.064516129,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.125,0.064516129,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
0.375,0.6,0.290322581,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2
0.125,0.075,0.129032258,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
0.125,0.075,0.161290323,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3
0.25,0.2,0.193548387,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
0.125,0.075,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2
0.125,0.2,0.161290323,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
0.25,0.025,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.25,0.2,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.25,0.075,0.225806452,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.125,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.275,0.193548387,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.175,0.064516129,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
0.125,0.85,0.064516129,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,0.1,0.064516129,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.25,0.1,0.161290323,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.25,0.4,0.258064516,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
0.125,0.2,0.096774194,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2
0,0.075,0.032258065,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0,0.05,0.032258065,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
0.125,0.025,0.129032258,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
0.25,0.1,0.225806452,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.05,0.064516129,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.375,0.1,0.35483871,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0.125,0,0.258064516,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.375,0.025,0.322580645,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.25,0.3,0.129032258,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3
0.125,0,0.064516129,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.125,0.032258065,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.25,0.2,0.161290323,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.25,0.075,0.225806452,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.175,0.096774194,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0,0.025,0.064516129,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
0.25,0.125,0.161290323,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0,0.161290323,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0,0.129032258,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.125,0.025,0.096774194,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2
0.25,0.025,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0,0.1,0.032258065,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.25,0.15,0.225806452,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0,0,0.064516129,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.125,0,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
0.25,0.025,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0,0.05,0.032258065,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
0.25,0.05,0.193548387,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2
0,0,0.064516129,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.05,0.064516129,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.05,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.1,0.161290323,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0.064516129,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.375,0.4,0.193548387,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
0.125,0.1,0.064516129,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.25,0.075,0.129032258,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.25,0.125,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.2,0.161290323,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.075,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.05,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
0.125,0.1,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.325,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.075,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0,0.05,0.064516129,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
0.125,0.025,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2
0.125,0.1,0.096774194,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.125,0.161290323,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.2,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.375,0.5,0.193548387,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
0.125,0.025,0.161290323,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.2,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.125,0.064516129,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.075,0.129032258,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.05,0.064516129,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.25,0.125,0.161290323,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
0.25,0.15,0.225806452,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0.125,0.175,0.161290323,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.375,0.025,0.35483871,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0.325,0.032258065,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0,0.05,0.032258065,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.1,0.161290323,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.15,0.096774194,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2
0,0.025,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.25,0.1,0.225806452,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.125,0.15,0.193548387,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.025,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.25,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2
0,0.05,0.064516129,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.375,0.4,0.225806452,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
0.25,0.1,0.225806452,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
0.125,0.125,0.064516129,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.1,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
0.125,0.175,0.129032258,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,2
0.25,0.025,0.161290323,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
0.125,0.275,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.25,0.55,0.161290323,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.25,0.05,0.129032258,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.025,0.096774194,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0.25,0.075,0.161290323,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.075,0.064516129,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.025,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0.25,0.125,0.225806452,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0.125,0.075,0.129032258,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.125,0.125,0.129032258,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
0.125,0.05,0.161290323,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0,0.025,0.032258065,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
0.125,0.05,0.161290323,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.625,0.425,0.322580645,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
0.125,0.125,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.625,0.325,0.322580645,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,2
0.125,0.05,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.125,0.2,0.161290323,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.25,0.15,0.193548387,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.25,0.064516129,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.25,0.175,0.161290323,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
0.125,0.15,0.096774194,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,2
0.125,0,0.096774194,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
0.125,0.175,0.064516129,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
0.125,0,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.05,0.161290323,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3
0.125,0.025,0.064516129,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2
0.125,0.05,0.129032258,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
0.125,0.15,0.096774194,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2
0.25,0.5,0.161290323,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
0.125,0.2,0.129032258,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
0.125,0.1,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.1,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.025,0.129032258,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
0.125,0.05,0.161290323,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.25,0.1,0.161290323,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.075,0.161290323,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
0.125,0.025,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.25,0.25,0.193548387,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.175,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.25,0.075,0.193548387,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.25,0.05,0.129032258,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.125,0.161290323,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.125,0.175,0.129032258,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3
0.125,0.1,0.129032258,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3
0.25,0.15,0.193548387,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0.125,0.125,0.096774194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.25,0.05,0.225806452,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
0,0.175,0.032258065,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
0.125,0.075,0.064516129,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.375,0.225,0.258064516,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3
0.125,0.2,0.064516129,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.2,0.129032258,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.1,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2
0.125,0.225,0.064516129,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2
0.125,0.05,0.064516129,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2
0.125,0.125,0.129032258,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0,0.2,0.032258065,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
0.125,0.125,0.096774194,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.25,0.1,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
0,0.025,0.032258065,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
0.125,0,0.129032258,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0.125,0.025,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2
0,0,0.032258065,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0.05,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.25,0.2,0.161290323,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
0.125,0.1,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.075,0.161290323,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.25,0.075,0.161290323,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
0,0.2,0.032258065,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.05,0.129032258,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.075,0.129032258,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0,0.096774194,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.025,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.25,0.05,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0,0.175,0.032258065,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0.125,0.15,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.25,0.175,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.25,0.125,0.096774194,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3
0.125,0.15,0.129032258,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,2
0.125,0.05,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0.025,0.032258065,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0,0.25,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.3,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.25,0.075,0.193548387,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
0.125,0.15,0.161290323,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0.025,0.064516129,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0,0.025,0.064516129,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.25,0.25,0.161290323,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0.125,0.125,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
0.125,0.075,0.064516129,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0,0.1,0.064516129,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.05,0.032258065,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
0.125,0,0.064516129,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0.125,0.1,0.161290323,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
0.25,0.325,0.193548387,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
0.25,0,0.161290323,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.1,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2
0,0.075,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.025,0.161290323,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.075,0.161290323,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.25,0.1,0.258064516,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.05,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.125,0.096774194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.05,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
0.25,0.325,0.161290323,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,2
0.25,0.25,0.322580645,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.125,0.125,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.25,0.175,0.193548387,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3
0.125,0.025,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.025,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
0.125,0,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
0.25,0.125,0.129032258,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.075,0.129032258,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.25,0.075,0.129032258,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
0.125,0.05,0.096774194,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,3
0.25,0.15,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.25,0.175,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0,0,0.032258065,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
0.25,0.25,0.258064516,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,0.25,0.032258065,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0.125,0.2,0.064516129,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
0.125,0.25,0.096774194,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0,0,0.032258065,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.05,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.15,0.064516129,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2
0.125,0.1,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.175,0.096774194,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3
0,0.05,0.064516129,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
0.125,0.05,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.1,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.25,0.1,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.25,0.05,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.2,0.193548387,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
0.125,0.2,0.161290323,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.125,0.075,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.125,0.129032258,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
0.125,0.025,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.15,0.096774194,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0,0.1,0.032258065,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.2,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
0.125,0.075,0.161290323,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.125,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
0.125,0.075,0.193548387,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.25,0.15,0.161290323,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
0.25,0.2,0.193548387,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0.125,0.1,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.05,0.096774194,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
0.125,0.025,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.05,0.064516129,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.125,0.064516129,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
0.125,0.025,0.161290323,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
0,0.075,0.032258065,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.25,0.1,0.161290323,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.05,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.125,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.2,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
0.125,0.05,0.064516129,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2
0.125,0.075,0.129032258,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0.125,0.05,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0,0.075,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.125,0.2,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.125,0.075,0.096774194,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
0.125,0.1,0.193548387,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
0,0.3,0.064516129,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
0.375,0.125,0.322580645,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
0.125,0.05,0.129032258,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,2
0.125,0.05,0.129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.25,0.05,0.161290323,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0,0.025,0.064516129,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0.25,0.125,0.161290323,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
