count_floors_pre_eq,age,area_percentage,height_percentage,has_superstructure_adobe_mud,has_superstructure_mud_mortar_stone,has_superstructure_stone_flag,has_superstructure_cement_mortar_stone,has_superstructure_mud_mortar_brick,has_superstructure_cement_mortar_brick,has_superstructure_timber,has_superstructure_bamboo,has_superstructure_rc_non_engineered,has_superstructure_rc_engineered,has_superstructure_other,count_families,damage_grade
2,20,23,5,1,1,1,0,1,0,1,0,0,0,0,1,2
2,10,20,6,0,0,0,1,0,1,0,0,0,0,0,1,3
2,20,5,6,0,0,0,0,0,0,1,1,0,0,0,3,2
2,0,7,5,0,1,0,0,0,0,1,0,0,0,0,2,3
6,100,12,15,0,0,0,0,1,0,0,0,0,0,0,1,2
1,35,5,3,1,1,0,0,0,0,1,1,0,0,0,1,3
3,5,23,10,0,0,0,0,0,0,0,0,1,0,0,1,2
2,20,8,7,0,0,0,1,0,0,0,0,0,0,0,1,2
3,15,23,9,0,0,0,0,0,0,0,0,0,1,0,1,1
3,25,7,6,0,1,0,0,0,0,0,0,0,0,0,3,3
3,10,6,7,0,1,0,0,0,0,1,1,0,0,0,0,3
3,70,11,8,0,0,0,0,1,0,0,0,0,0,0,0,2
3,5,6,5,0,1,0,0,0,0,1,0,0,0,0,1,3
1,75,7,3,0,1,0,0,0,0,0,0,0,0,0,1,3
1,35,4,3,0,0,1,0,0,0,0,0,0,0,0,1,3
3,30,10,8,0,1,0,0,1,0,0,0,0,0,0,1,2
1,10,17,3,0,0,0,1,0,0,0,0,0,0,0,0,2
2,30,34,3,0,1,0,0,1,1,0,0,0,0,0,1,2
3,45,25,8,0,1,0,0,0,0,0,0,0,0,0,1,3
2,60,11,8,0,1,0,0,0,0,0,0,0,0,0,0,2
2,20,9,7,0,0,0,0,0,0,1,1,0,0,0,1,2
2,15,26,6,0,0,0,0,0,1,0,0,0,0,0,0,1
2,20,10,5,1,1,0,0,0,0,0,0,0,0,0,1,3
4,100,13,8,0,0,0,0,0,1,1,0,0,0,0,2,2
4,35,9,8,1,0,0,0,0,0,0,0,0,0,0,1,2
2,30,19,5,0,0,0,0,0,1,0,0,0,0,0,0,1
2,10,3,5,0,0,0,0,0,1,0,0,0,0,0,1,3
2,25,6,5,0,1,1,0,0,0,0,0,0,0,0,1,1
1,10,5,4,0,0,1,0,0,0,0,0,0,0,0,1,3
1,60,4,2,0,1,0,0,0,0,0,0,0,0,0,1,2
3,15,23,8,0,1,0,0,0,0,1,0,1,0,0,1,2
2,25,17,5,0,1,0,0,0,0,1,0,0,0,0,1,3
2,70,7,7,1,0,0,0,0,0,0,0,0,0,0,1,3
2,10,17,5,0,0,0,0,0,0,0,0,0,1,0,1,2
5,20,3,10,1,0,0,0,1,0,1,1,0,0,0,0,3
1,160,8,4,0,1,0,0,0,0,0,0,0,0,0,1,2
3,30,9,8,0,1,0,0,0,0,1,1,0,0,0,1,3
3,20,5,5,0,1,0,0,0,0,0,0,0,0,0,1,1
5,55,11,10,0,0,0,0,1,0,0,0,0,0,0,1,2
2,0,3,7,0,1,0,0,0,0,1,0,0,0,0,1,2
2,65,10,5,1,0,0,0,1,0,0,0,0,0,0,0,2
2,40,13,7,1,1,0,0,0,0,1,0,1,0,0,1,3
2,65,8,6,0,1,0,0,0,0,0,0,0,0,0,1,3
3,30,11,7,1,0,0,0,1,0,0,0,0,0,0,2,3
2,25,20,5,0,1,0,0,0,0,1,1,0,0,0,1,3
4,90,2,8,1,0,0,0,0,0,0,0,0,0,0,1,2
2,5,10,6,0,0,0,0,0,0,0,0,1,0,0,0,1
2,995,8,5,1,1,0,0,0,0,0,0,0,0,0,1,3
3,10,5,8,0,1,0,0,0,0,1,0,0,0,1,1,2
2,10,13,5,0,0,0,0,0,1,0,0,1,0,0,1,2
2,30,17,5,0,1,0,0,0,0,0,0,0,0,1,1,3
3,5,13,10,1,0,0,0,0,0,1,0,0,0,0,1,3
1,0,25,3,0,0,0,0,0,0,0,0,0,1,0,1,2
2,5,11,5,0,1,1,1,0,0,1,1,0,0,1,1,2
1,30,17,3,0,1,0,0,0,0,0,0,0,0,0,1,3
1,0,5,2,0,0,0,1,0,0,1,0,0,0,0,1,1
1,15,4,3,0,1,0,0,0,0,1,1,1,0,0,1,3
5,90,9,10,0,0,0,0,1,0,0,0,0,0,0,1,2
3,30,4,8,0,1,0,0,0,0,1,0,0,0,0,1,2
3,10,10,8,1,0,0,0,0,0,0,0,0,0,0,1,2
1,0,8,3,0,0,0,0,0,0,0,0,0,1,0,1,2
2,10,5,4,0,0,0,0,0,1,0,0,0,0,0,0,1
1,50,6,3,1,0,0,0,0,0,0,0,0,0,0,1,2
2,20,14,5,1,0,0,0,0,0,1,0,0,0,0,1,2
3,30,19,7,0,1,0,0,0,0,0,0,0,0,0,2,2
3,20,9,8,1,0,0,0,0,0,1,1,0,0,1,1,3
3,0,10,6,1,1,0,0,0,0,0,0,0,0,0,0,2
2,5,4,5,0,1,1,0,0,0,0,0,0,0,0,1,3
3,30,5,6,0,1,0,0,0,0,0,0,1,0,0,1,2
4,0,11,13,0,0,0,0,0,0,0,0,0,1,0,1,1
5,995,5,8,0,0,0,0,1,0,0,0,0,0,0,1,2
2,30,5,5,0,0,0,0,1,0,0,0,0,0,0,1,2
2,15,8,5,0,1,1,0,0,0,1,0,0,0,0,1,3
2,50,11,4,1,1,0,0,0,0,1,0,0,0,0,1,2
5,105,10,11,1,0,0,0,1,0,0,0,0,0,0,1,2
1,0,3,7,0,1,1,1,0,1,1,0,0,0,0,1,2
2,80,7,6,0,0,1,0,0,0,0,0,0,0,0,1,3
2,10,6,5,0,1,0,0,0,0,1,1,0,0,0,2,3
3,25,12,9,0,1,0,1,0,0,1,1,1,0,0,1,2
3,50,12,9,0,0,0,0,1,1,0,0,0,0,0,1,2
2,20,11,6,1,1,0,0,0,0,1,0,0,0,0,1,3
2,25,17,5,0,1,0,0,0,0,0,0,0,0,0,0,2
1,0,8,3,0,0,0,1,0,1,0,0,0,0,0,1,1
2,20,9,6,0,1,1,0,0,0,1,1,0,0,0,1,3
3,5,11,10,0,0,0,0,0,0,0,0,1,0,0,0,1
3,25,23,8,0,1,0,0,0,0,1,0,0,0,0,1,3
2,40,7,5,1,1,0,0,0,0,1,1,0,0,0,1,3
1,40,7,2,0,1,0,0,1,0,1,1,0,0,0,0,2
3,30,15,6,1,0,0,0,0,0,1,0,0,0,0,1,2
2,0,14,8,0,1,0,0,0,0,0,0,0,0,0,1,2
2,20,8,5,0,1,0,1,0,1,0,0,0,0,0,0,2
3,15,8,6,0,1,0,0,0,0,1,1,0,0,0,3,2
4,10,5,7,0,0,0,0,1,1,0,0,0,0,0,1,2
1,20,6,3,0,0,0,1,0,0,0,0,0,0,0,1,2
2,20,7,7,0,1,0,0,0,0,1,0,0,0,0,1,1
2,50,19,5,0,1,0,0,0,0,0,0,0,0,0,1,2
3,15,10,6,0,1,0,0,0,0,0,0,0,0,0,3,3
2,5,16,10,0,1,0,0,0,0,0,0,0,0,0,1,2
3,20,8,10,0,0,0,0,1,0,0,0,0,0,0,1,2
2,10,21,5,0,1,0,0,0,0,0,0,0,0,0,1,2
2,70,8,5,0,1,0,0,0,0,0,0,0,0,0,0,3
2,0,5,3,0,0,0,0,0,0,1,1,0,0,0,1,3
1,0,13,5,0,1,0,0,0,0,1,0,0,0,0,1,1
2,20,18,7,0,0,0,0,1,0,1,0,0,0,0,1,2
1,65,3,2,0,1,0,0,0,0,0,0,0,0,0,1,3
2,0,7,5,0,1,0,0,0,0,1,0,0,0,0,0,3
1,60,5,4,0,1,0,0,0,0,0,0,0,0,0,1,3
1,15,6,2,0,0,0,0,0,0,1,1,0,0,0,1,3
2,10,6,6,0,1,0,1,0,0,0,0,0,0,0,1,3
1,50,8,2,0,1,0,0,0,0,1,0,0,0,1,1,2
1,10,9,2,0,0,1,0,0,0,1,0,0,0,0,1,2
2,20,32,5,0,0,0,0,1,0,0,0,0,0,0,1,3
2,15,3,6,0,1,0,0,0,0,1,0,0,0,0,0,1
2,20,6,4,0,0,0,0,0,0,1,0,0,0,0,2,1
2,80,12,7,0,1,0,0,0,0,1,1,0,0,0,1,3
2,10,5,5,0,0,0,0,1,0,0,0,0,0,0,1,1
2,15,10,6,1,0,1,0,0,0,1,1,0,0,1,1,3
2,25,30,5,1,0,0,0,0,0,0,0,0,0,0,1,1
1,5,19,3,0,0,0,0,0,1,0,0,0,0,0,0,2
1,75,4,2,0,1,0,0,0,0,0,0,0,0,0,1,3
4,40,2,9,0,0,0,0,1,0,1,0,0,0,0,1,2
3,30,10,8,0,1,0,0,0,0,1,0,0,0,0,3,2
5,85,6,10,0,0,0,0,1,0,0,0,0,0,0,1,2
3,5,15,9,0,0,0,0,0,1,0,0,0,1,0,1,2
3,40,26,8,1,0,0,0,1,0,1,0,0,0,0,1,2
3,25,26,10,0,0,0,0,0,1,0,0,0,0,0,2,1
2,25,5,5,0,0,0,0,0,0,1,0,0,0,0,1,3
2,0,5,4,0,0,0,0,0,1,0,0,0,0,0,1,3
1,0,4,3,0,0,0,1,0,1,0,0,1,0,0,1,1
3,30,9,6,1,1,0,0,0,0,0,0,0,0,0,1,3
2,45,7,6,0,1,0,0,1,0,0,0,0,0,0,1,2
2,20,6,6,0,1,0,1,0,0,1,1,0,0,0,1,1
1,20,10,3,0,0,0,0,0,1,0,0,1,0,0,2,2
2,20,8,6,0,1,0,0,0,0,1,0,0,0,1,1,2
3,40,8,7,1,1,0,0,0,0,0,0,0,0,0,1,2
3,35,18,8,0,0,0,0,0,1,0,0,0,0,0,0,1
4,50,2,11,0,0,0,0,1,1,1,1,0,0,0,0,2
2,30,8,8,1,0,0,0,0,0,1,0,0,0,0,1,2
2,10,18,5,1,1,0,0,0,0,0,0,0,0,0,1,1
2,10,13,7,0,0,0,0,0,0,0,0,0,1,0,2,1
1,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,3
2,45,7,5,1,1,0,0,0,0,1,0,0,0,0,2,3
1,5,3,2,0,1,0,0,0,0,1,1,0,0,0,1,1
3,20,4,9,0,1,0,0,0,0,1,0,0,0,0,1,3
1,15,5,3,0,0,0,0,0,0,1,0,0,1,0,0,2
2,25,3,8,1,0,0,0,0,0,1,0,0,0,0,1,3
3,35,14,8,0,0,0,0,1,0,1,0,0,0,0,0,3
1,15,4,2,0,0,0,0,0,0,0,0,0,0,1,1,3
2,25,27,5,0,0,0,0,0,1,0,0,0,0,0,0,1
2,10,14,4,0,0,0,0,1,0,1,0,0,0,0,1,2
2,30,6,5,0,0,0,0,1,0,0,0,0,0,0,2,2
2,15,7,4,1,0,0,0,0,0,1,0,0,0,0,0,2
1,5,7,3,0,0,0,1,0,0,0,0,0,0,0,1,3
2,35,2,7,0,1,1,0,0,0,1,0,0,0,0,1,3
5,100,5,10,0,0,0,0,1,0,1,0,0,0,0,2,2
3,15,8,5,0,1,0,0,0,0,1,1,0,0,0,1,3
2,15,17,7,0,0,0,1,0,1,0,0,0,0,0,1,3
1,20,39,3,0,0,0,0,0,1,0,0,0,0,0,1,2
2,80,10,4,0,1,0,0,0,0,1,0,0,0,0,1,2
2,0,7,4,0,1,0,0,0,0,0,0,1,0,0,1,2
1,10,6,2,0,1,0,0,0,0,0,0,0,0,0,3,3
5,50,4,13,1,0,0,0,1,0,0,0,0,0,0,1,2
3,35,9,8,0,1,0,1,0,0,1,0,0,0,0,1,2
3,25,14,8,0,1,0,0,0,0,0,0,0,0,0,1,3
2,10,17,7,0,1,1,0,0,0,0,0,0,0,0,1,3
1,15,10,4,0,0,0,0,0,0,1,1,0,0,0,1,3
2,15,6,3,1,1,0,0,0,0,1,0,0,0,0,1,2
3,40,5,6,0,1,0,0,0,0,0,0,0,0,0,0,3
3,85,8,7,0,1,0,0,0,0,1,0,0,0,0,1,2
3,15,7,8,0,1,0,0,0,0,1,1,0,0,0,1,3
4,40,13,9,0,0,0,0,1,1,0,0,0,0,0,1,2
2,5,23,6,0,0,0,1,0,1,0,0,0,1,0,0,2
4,100,4,8,0,1,0,0,1,0,0,0,0,0,0,1,2
1,0,26,3,0,0,0,0,0,0,0,0,1,0,0,0,1
2,5,5,5,0,0,1,0,0,0,0,0,0,0,0,1,3
5,45,6,10,1,0,0,0,1,0,0,0,0,0,0,1,2
2,35,16,5,0,1,0,0,1,0,1,1,0,0,0,1,2
3,35,10,6,1,1,0,0,0,0,0,0,0,0,0,1,2
2,10,2,6,1,0,0,0,0,0,0,0,0,0,0,1,2
2,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,3
2,45,11,4,0,1,0,0,1,0,0,0,0,0,0,2,2
1,55,4,3,0,1,0,0,0,0,1,1,0,0,0,1,2
3,25,9,6,1,0,0,0,0,0,0,0,0,0,0,1,3
3,55,11,8,0,1,0,0,0,0,0,0,0,0,0,0,3
3,5,7,4,0,1,0,0,0,0,0,0,0,0,0,1,1
3,5,19,8,0,1,0,0,0,0,1,0,0,0,0,0,2
2,10,4,6,1,1,0,0,0,0,0,0,0,0,0,1,2
2,30,22,6,0,1,0,0,0,0,0,0,0,0,0,1,2
1,40,5,3,0,1,0,0,0,0,1,0,0,0,0,0,3
3,5,6,8,0,1,0,0,0,0,1,0,0,0,0,1,2
4,50,9,8,1,0,0,0,1,1,1,1,0,0,0,1,2
2,30,5,4,0,0,0,1,0,0,0,0,0,0,0,1,2
2,25,47,6,0,0,0,0,1,0,0,0,0,0,0,1,2
2,25,7,5,1,1,0,0,0,0,1,0,0,0,0,1,2
5,95,4,13,0,0,0,0,1,0,0,0,0,0,0,1,3
2,20,10,7,0,1,0,0,0,0,1,0,0,0,0,2,2
5,70,7,13,1,0,0,0,1,0,0,0,0,0,0,1,3
1,15,12,6,0,0,0,0,0,0,1,0,0,0,0,1,1
1,10,2,2,1,0,0,0,0,0,0,0,0,0,0,1,3
1,55,5,4,0,1,0,0,0,0,1,0,0,0,0,0,2
3,5,15,9,0,0,0,0,0,0,0,0,0,1,0,1,3
4,5,19,13,0,0,0,0,0,0,0,0,1,0,0,1,2
1,20,6,5,1,0,0,0,0,0,0,0,0,0,0,1,2
2,10,16,5,0,0,0,0,0,1,0,0,1,0,0,1,2
1,10,6,3,0,1,1,0,0,0,1,1,0,0,0,1,3
1,15,10,2,0,1,0,0,0,0,0,0,0,0,0,1,1
1,15,2,3,0,1,0,0,0,0,1,1,0,0,0,1,3
1,0,3,3,0,0,0,0,0,0,0,1,0,0,0,2,2
1,20,6,3,0,1,0,0,0,0,0,1,0,0,0,1,3
5,90,8,10,1,0,0,0,0,0,0,0,0,0,0,1,3
3,25,6,8,0,1,0,0,0,0,1,1,0,0,0,1,3
2,15,5,6,0,0,0,0,0,1,1,1,0,0,0,1,2
2,40,5,4,0,1,0,0,0,0,1,0,0,0,0,0,3
5,110,10,9,1,0,0,0,0,0,1,0,0,0,0,1,2
2,10,5,6,0,0,0,0,1,0,0,0,0,0,0,1,3
2,20,12,4,0,0,0,1,0,0,1,1,0,0,0,1,1
1,5,5,3,0,0,0,1,0,0,0,0,1,0,0,1,2
2,10,8,4,0,0,0,0,0,1,1,1,0,0,0,1,2
3,45,7,6,0,0,0,0,1,0,0,0,0,0,0,1,2
3,20,9,8,0,0,0,0,1,1,0,0,0,0,0,1,2
2,15,7,4,0,0,0,0,0,0,0,0,0,0,1,1,2
4,85,9,8,0,0,0,0,1,0,0,0,0,0,0,1,2
2,5,5,5,0,1,1,0,0,0,0,0,0,0,0,1,2
2,70,9,5,1,0,0,0,0,0,0,0,0,0,0,1,3
2,10,2,4,0,1,0,0,0,0,1,0,0,0,0,1,3
2,20,11,5,0,1,1,1,0,0,1,1,0,0,1,1,3
3,30,10,10,0,1,0,0,0,0,1,0,0,0,0,1,2
2,0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,3
3,60,10,8,0,1,0,0,0,0,0,0,0,0,0,0,2
4,50,9,8,1,1,0,0,1,0,1,1,0,0,0,1,3
3,15,6,5,0,1,0,0,0,0,0,1,0,0,0,1,2
5,20,7,11,0,0,0,0,1,1,0,0,0,0,0,1,2
4,35,5,8,0,0,0,0,1,0,0,0,0,0,0,1,2
1,15,8,2,0,0,0,1,0,0,0,0,0,0,0,1,2
3,10,14,8,1,0,0,0,0,0,0,0,0,0,0,0,2
3,25,15,7,0,1,0,1,0,0,1,1,0,0,0,1,2
3,15,10,8,0,0,0,0,0,1,0,0,0,0,0,1,1
2,0,9,6,0,0,0,0,0,1,0,0,1,0,0,1,2
2,30,24,7,0,0,0,0,0,1,0,0,0,0,0,1,1
2,30,15,5,0,1,0,0,0,0,0,0,0,0,0,2,3
2,20,9,5,0,0,0,0,1,0,1,1,0,0,0,1,2
2,50,3,5,0,0,1,0,0,0,1,0,0,0,0,0,3
3,5,14,8,0,0,0,0,0,1,0,0,0,0,0,1,2
2,20,7,4,0,1,0,0,0,0,0,0,0,0,0,3,2
2,10,4,6,0,0,0,0,0,0,0,0,1,0,0,0,2
2,10,7,7,0,0,0,0,0,0,1,0,0,0,0,0,2
2,60,6,6,1,0,0,0,1,0,0,0,0,0,0,0,3
2,5,18,7,0,0,0,0,0,1,1,0,0,0,0,1,1
3,50,11,6,0,1,0,0,0,0,0,0,0,0,0,1,1
1,0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,3
1,30,17,4,1,0,0,0,1,0,0,0,0,0,0,1,3
4,0,9,12,0,0,0,0,0,1,0,0,0,1,0,2,1
4,100,9,8,1,0,0,0,1,0,0,0,0,0,0,1,2
1,30,3,5,0,1,0,0,0,0,0,0,0,0,0,0,2
3,100,11,7,1,0,0,0,1,0,0,0,0,0,0,1,3
4,50,5,8,1,0,0,0,1,1,0,0,0,0,0,1,2
2,0,6,6,0,0,0,0,0,1,1,1,0,0,0,1,1
2,20,11,4,0,1,1,0,0,0,0,0,0,0,0,1,3
3,35,6,7,1,1,0,0,1,0,1,1,0,0,0,1,3
2,30,8,4,0,1,1,0,0,0,1,0,0,0,0,1,3
1,15,19,3,0,0,0,0,0,0,0,0,1,0,0,1,2
3,15,18,4,0,1,0,0,0,0,0,0,0,0,0,1,3
3,25,11,9,1,0,0,0,0,0,0,0,0,0,0,3,2
3,0,16,10,0,0,0,0,0,0,0,0,1,0,0,0,2
3,15,21,9,0,0,0,0,0,0,0,0,0,1,0,1,1
1,30,6,2,0,1,1,0,0,0,1,0,0,0,0,1,2
2,50,6,6,1,1,1,0,0,0,1,0,0,0,0,1,2
4,20,10,5,0,1,0,0,0,0,0,0,0,0,0,1,3
3,30,9,6,0,1,0,1,0,0,1,1,0,0,0,1,2
2,10,30,6,0,1,0,0,0,0,0,0,0,0,0,1,2
2,10,3,4,0,0,0,0,1,0,0,0,0,0,0,1,2
2,35,5,5,1,1,0,0,0,0,0,0,0,0,1,1,2
2,5,9,7,0,1,0,0,0,0,0,0,0,0,0,0,3
3,55,9,7,1,0,0,0,0,0,0,0,0,0,0,1,2
4,65,7,8,1,1,1,0,1,1,0,0,1,0,0,1,3
4,25,10,11,0,0,0,0,0,0,0,0,1,0,0,0,2
5,100,8,10,1,0,0,0,1,0,1,0,0,0,0,1,2
3,60,12,8,1,0,0,0,1,0,0,1,0,0,0,1,3
2,25,7,6,0,0,0,1,0,0,0,0,0,0,0,1,2
1,20,6,4,0,1,1,0,0,0,1,0,0,0,0,2,3
1,5,6,4,0,0,0,0,0,1,0,0,0,0,0,0,1
2,995,7,5,0,0,0,0,0,0,1,1,0,0,0,1,1
2,15,13,7,0,0,0,0,0,1,1,0,0,0,0,1,2
2,995,19,5,0,1,0,0,0,0,1,1,0,0,0,1,2
2,10,14,3,0,0,0,0,0,0,1,0,0,0,0,1,2
4,90,7,9,0,0,0,0,1,0,0,0,0,0,0,2,2
2,0,17,6,0,0,0,0,0,1,0,0,0,1,0,1,2
1,5,4,4,0,0,0,0,0,1,0,0,0,0,0,0,2
2,5,8,4,1,1,0,0,0,0,1,1,0,0,0,1,1
2,25,7,6,1,1,0,0,0,0,0,0,0,0,0,1,2
3,90,12,7,1,0,0,0,1,0,1,0,0,0,0,1,2
2,85,7,5,1,0,0,0,0,0,0,0,0,0,0,1,3
2,0,21,6,0,0,0,0,0,1,0,0,1,0,0,1,1
1,0,5,2,0,0,0,0,0,1,0,0,1,0,0,0,2
6,0,20,18,0,0,0,0,0,0,0,0,1,0,0,0,2
1,20,7,3,0,1,0,0,0,0,1,0,1,0,0,0,2
1,15,8,3,0,1,0,0,0,0,1,1,1,0,0,2,3
1,20,7,3,0,0,0,1,0,0,0,0,0,0,0,1,1
2,30,3,6,1,1,0,0,0,0,0,0,0,0,0,1,3
2,15,13,7,0,0,0,0,0,0,1,1,0,0,0,0,2
3,25,10,6,0,0,1,0,0,0,0,0,0,0,0,2,3
2,80,10,5,0,1,0,0,0,0,1,0,0,0,0,0,3
4,40,3,10,1,0,0,0,1,0,1,0,0,0,0,1,2
3,50,6,4,1,1,0,0,0,0,1,1,0,0,0,1,3
2,50,13,6,0,1,0,0,0,0,0,0,0,0,0,0,2
3,25,8,6,0,1,0,0,0,0,0,1,0,0,0,1,3
2,35,9,6,0,1,0,0,0,0,0,0,1,0,0,1,2
1,15,17,3,0,0,0,0,0,1,0,0,0,1,0,0,1
4,5,16,12,0,0,0,0,0,0,0,0,1,0,0,1,1
3,85,4,7,1,0,0,0,1,1,1,0,0,0,0,1,2
2,25,13,6,0,1,1,0,0,0,0,0,0,0,0,2,2
2,30,6,5,0,0,0,0,0,0,1,0,0,0,0,0,2
2,0,13,4,0,1,0,0,0,0,1,0,0,0,0,2,2
2,30,6,5,1,1,0,0,1,0,1,0,0,0,0,1,3
2,15,11,6,0,0,0,0,0,1,0,0,1,0,0,2,2
3,15,12,10,0,0,0,0,0,1,0,0,1,0,0,1,3
3,5,8,7,1,0,0,0,0,0,0,0,0,0,0,1,3
3,55,14,7,1,0,0,0,1,0,0,0,0,0,0,1,3
2,5,12,6,0,1,1,0,0,0,1,1,0,0,0,1,2
5,80,11,10,1,0,0,0,1,1,1,0,0,0,0,1,2
3,55,9,6,0,1,0,0,0,0,0,0,0,0,0,0,2
1,5,3,3,1,1,0,0,0,0,1,0,0,0,0,1,3
1,25,4,3,0,0,0,0,0,1,1,0,0,0,0,1,3
2,40,6,4,0,1,1,0,0,0,1,0,0,0,0,1,3
3,40,12,8,0,0,0,0,1,0,0,0,0,0,0,2,3
7,5,23,23,0,0,0,1,0,1,0,0,0,0,0,1,2
2,25,6,6,1,1,0,0,0,0,0,0,0,0,0,1,3
2,15,5,4,1,0,0,0,1,0,0,0,0,0,0,1,3
4,85,19,8,1,0,0,0,1,0,0,0,0,0,0,1,2
1,0,7,5,0,1,0,0,0,0,0,0,0,0,0,1,1
3,55,12,6,0,0,1,0,0,0,0,0,0,0,0,3,3
2,35,13,6,1,1,0,0,0,0,0,0,0,0,0,1,2
2,20,4,6,0,0,0,0,0,1,0,0,0,0,0,0,1
3,150,5,8,0,1,0,0,0,0,1,0,0,0,0,1,3
2,10,5,7,0,0,0,0,0,0,1,1,0,0,0,2,1
2,10,15,5,1,0,0,0,0,0,0,0,0,0,0,2,2
3,50,6,8,0,1,0,0,0,0,0,0,0,0,0,2,2
2,20,11,5,0,0,0,0,0,1,1,0,0,0,0,0,1
3,15,4,4,0,1,0,0,0,0,1,0,0,0,0,1,3
3,25,3,8,1,0,0,0,1,0,0,0,0,0,1,1,3
1,10,13,3,0,0,0,0,0,1,1,0,0,0,0,1,2
4,30,4,8,1,0,0,0,1,0,0,0,0,0,0,2,3
2,40,8,6,0,1,1,0,0,0,1,1,0,0,0,0,2
1,0,13,3,0,0,0,0,0,1,0,0,1,0,0,2,2
3,50,13,9,1,1,0,0,0,0,1,1,0,0,0,1,2
2,80,7,5,1,0,0,0,1,0,0,0,0,0,0,1,2
1,35,4,3,1,0,0,0,0,0,0,0,0,0,0,1,3
2,25,7,5,1,1,1,0,0,0,0,0,0,0,0,1,2
2,25,9,5,0,1,0,0,0,1,1,1,0,0,0,1,2
3,0,17,10,0,0,0,0,0,0,0,0,1,0,0,0,1
2,0,13,2,0,0,0,1,0,0,0,1,0,0,0,0,1
1,15,4,3,1,1,0,0,0,0,0,0,0,0,0,1,1
2,20,3,6,1,1,0,0,0,0,1,1,0,0,0,1,3
2,25,7,5,0,0,0,0,0,0,1,0,0,0,0,0,2
2,10,4,5,0,0,0,0,1,0,0,0,0,0,0,0,2
2,5,4,4,0,0,1,0,0,0,0,0,0,0,0,0,2
2,15,4,5,0,0,0,1,0,0,0,0,0,0,0,1,3
5,80,11,14,0,0,0,0,1,1,0,0,0,0,0,1,2
2,5,10,7,0,0,0,0,0,0,1,1,0,0,0,1,2
5,40,15,11,1,0,0,0,1,1,1,0,0,0,0,2,3
2,45,3,5,1,0,0,0,0,0,0,0,0,0,0,0,2
3,35,14,10,0,1,0,0,0,0,0,0,0,0,0,1,2
3,25,8,6,1,0,0,0,0,0,1,1,0,0,0,1,2
3,10,5,11,0,1,0,0,0,0,1,1,0,0,0,1,3
1,10,7,4,0,0,0,0,0,0,1,0,0,0,0,1,2
4,0,11,8,0,1,0,0,0,0,0,0,0,0,0,0,2
1,30,4,4,0,0,0,0,0,0,0,1,0,0,0,1,2
5,110,5,10,1,0,0,0,1,0,0,0,0,0,0,1,3
1,5,22,3,0,0,0,0,0,1,0,0,1,0,0,1,1
3,10,10,7,0,1,0,0,0,0,0,0,0,0,0,1,1
2,45,5,8,0,0,1,0,0,0,0,0,0,0,0,1,3
1,50,13,4,0,1,0,0,0,0,0,0,0,0,0,1,3
2,10,6,7,0,1,0,0,0,0,1,0,0,0,1,1,1
3,25,19,8,0,0,0,0,1,0,0,0,0,0,0,1,2
3,30,15,9,0,1,0,0,0,1,0,0,0,0,0,1,2
3,50,7,8,0,0,0,0,1,0,1,0,0,0,0,0,2
3,40,7,5,1,1,0,0,0,0,0,0,0,0,0,0,2
2,15,21,6,0,0,0,0,1,0,0,0,0,0,0,1,2
3,10,9,7,0,1,0,1,0,0,1,0,0,0,0,1,2
3,10,4,7,0,1,0,0,0,0,0,1,0,0,0,1,3
3,30,12,8,0,1,0,0,0,0,1,0,0,0,0,0,2
1,5,17,3,0,1,0,0,0,0,0,0,0,0,0,1,3
2,5,3,4,0,1,0,0,1,0,0,0,0,0,0,1,3
2,10,34,5,0,1,0,0,0,0,0,0,0,0,0,1,2
4,95,4,8,1,0,0,0,1,1,0,0,0,0,0,1,3
2,20,7,9,0,1,0,0,0,0,1,0,0,0,0,1,1
2,10,11,6,0,1,0,0,0,0,0,0,1,0,0,1,2
2,10,6,4,0,0,0,0,1,0,0,0,0,0,0,1,2
2,60,3,3,0,1,0,0,0,0,0,0,0,0,0,1,3
2,995,5,7,0,1,0,0,0,0,1,0,0,0,0,1,2
3,20,8,7,1,1,0,0,0,1,0,0,0,0,0,1,2
2,25,27,5,0,1,0,0,0,0,0,0,0,0,0,1,3
2,35,4,5,0,1,0,0,0,0,0,0,0,0,1,1,2
2,35,6,4,0,1,0,0,0,0,0,0,0,0,0,0,1
4,5,13,13,0,0,0,0,0,0,0,0,0,1,0,1,2
2,30,11,5,0,0,0,0,0,1,1,0,0,0,0,1,2
2,0,5,4,1,1,0,0,0,0,1,0,0,0,0,1,3
2,50,9,5,0,1,1,0,0,0,1,0,0,0,0,1,2
7,10,13,21,0,0,0,0,0,1,0,0,0,1,0,1,2
4,65,6,10,0,0,0,0,1,0,1,0,0,0,0,1,3
2,15,27,7,0,0,0,1,1,0,0,0,1,0,0,1,3
3,30,20,10,0,0,0,0,0,1,0,0,0,0,0,1,2
5,40,16,11,0,0,0,0,1,0,0,0,0,0,0,1,3
4,25,21,10,0,0,0,0,0,0,0,0,0,1,0,0,1
2,85,8,5,0,1,0,0,1,0,1,1,0,0,0,1,2
2,10,7,5,1,1,0,0,1,0,0,0,0,0,0,1,2
